NACA 0006-10.0_NACA 6412-90.0
 1.00023    0.00118
 0.95070    0.01636
 0.90085    0.03046
 0.80027    0.05541
 0.69869    0.07605
 0.59628    0.09221
 0.49323    0.10354
 0.38973    0.10943
 0.28616    0.10670
 0.23467    0.10117
 0.18361    0.09258
 0.13328    0.08053
 0.08412    0.06437
 0.06023    0.05433
 0.03713    0.04248
 0.01553    0.02779
 0.00603    0.01845
 -0.00054    0.00394
 0.00736    -0.00914
 0.01925    -0.01460
 0.04441    -0.01923
 0.06974    -0.02058
 0.09501    -0.02047
 0.14537    -0.01812
 0.19559    -0.01451
 0.24576    -0.01059
 0.29594    -0.00686
 0.39645    -0.00127
 0.49710    0.00219
 0.59782    0.00474
 0.69858    0.00585
 0.79938    0.00523
 0.90016    0.00283
 0.95056    0.00095
 1.00000    -0.00006

