NACA 0006-70.0_NACA 6412-30.0
 1.00008    0.00081
 0.95023    0.00814
 0.90028    0.01498
 0.80009    0.02722
 0.69956    0.03756
 0.59876    0.04595
 0.49774    0.05216
 0.39658    0.05582
 0.29539    0.05557
 0.24489    0.05353
 0.19454    0.04999
 0.14443    0.04466
 0.09471    0.03706
 0.07008    0.03211
 0.04571    0.02601
 0.02184    0.01798
 0.01034    0.01246
 -0.00018    0.00131
 0.01079    -0.00936
 0.02308    -0.01358
 0.04814    -0.01826
 0.07325    -0.02086
 0.09834    -0.02243
 0.14846    -0.02386
 0.19853    -0.02396
 0.24859    -0.02334
 0.29865    -0.02229
 0.39882    -0.01977
 0.49903    -0.01692
 0.59927    -0.01363
 0.69953    -0.01026
 0.79979    -0.00700
 0.90005    -0.00388
 0.95019    -0.00237
 1.00000    -0.00044

