NACA 0006-30.0_NACA 6412-70.0
 1.00018    0.00106
 0.95055    0.01362
 0.90066    0.02530
 0.80021    0.04602
 0.69898    0.06322
 0.59711    0.07679
 0.49473    0.08641
 0.39202    0.09156
 0.28924    0.08965
 0.23807    0.08529
 0.18725    0.07838
 0.13700    0.06857
 0.08765    0.05527
 0.06351    0.04692
 0.03999    0.03699
 0.01764    0.02452
 0.00747    0.01646
 -0.00042    0.00306
 0.00850    -0.00921
 0.02053    -0.01426
 0.04565    -0.01890
 0.07091    -0.02068
 0.09612    -0.02113
 0.14640    -0.02003
 0.19657    -0.01766
 0.24670    -0.01484
 0.29684    -0.01200
 0.39724    -0.00744
 0.49775    -0.00418
 0.59830    -0.00138
 0.69890    0.00048
 0.79951    0.00116
 0.90012    0.00059
 0.95043    -0.00016
 1.00000    -0.00019

