NACA 0006-40.0_NACA 6412-60.0
 1.00015    0.00100
 0.95047    0.01225
 0.90057    0.02272
 0.80018    0.04132
 0.69913    0.05681
 0.59752    0.06908
 0.49549    0.07785
 0.39316    0.08263
 0.29078    0.08113
 0.23978    0.07735
 0.18907    0.07128
 0.13885    0.06259
 0.08941    0.05072
 0.06515    0.04322
 0.04142    0.03424
 0.01869    0.02288
 0.00819    0.01546
 -0.00036    0.00262
 0.00907    -0.00925
 0.02116    -0.01409
 0.04627    -0.01874
 0.07149    -0.02072
 0.09668    -0.02145
 0.14691    -0.02099
 0.19706    -0.01924
 0.24717    -0.01696
 0.29729    -0.01457
 0.39764    -0.01052
 0.49807    -0.00736
 0.59854    -0.00444
 0.69905    -0.00221
 0.79958    -0.00088
 0.90011    -0.00053
 0.95037    -0.00071
 1.00000    -0.00025

